OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
2746,2,2746,15 205 01 057,"0 1ST AVENUE ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,3400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 205 01 057,Unknown,13089020802,1,602,O02,Kirkwood,O,5, ,N/A,Cannot be developed,No, ,Residential,R-4, , ,0.19608801,"AE,X,X,X",13.9192124661,1428.86752857, , ,339.972539537,3.31181856668,112,137.650523245,Greenspace, ,1137.87185455,East Lake,180.439105371,2ND AVE @ 351,0, , ,Low Growth Res 1, ,Advanced Gentrification,0.272805, , ,0,0,93176, , , ,1150.91015625,168.535049256,15 205 01 057, ,SFR,Single-Family Residential,1150.911,1,High,0, , ,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1150.90234375,168.535061878557
2747,2,2747,15 210 03 178,"0 AMANDA STREET ATLANTA, GA 30307",ATLANTA HOUSING AUTHORITY,Atlanta Housing Authority,800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 210 03 178,ATLANTA HOUSING AUTHORITY,TBD,2,102,O03,Edgewood,O,5,Villages of East Lake,Stage 5: Completion / unit availability,0, ,GL to Developer: EL Foundation,Industrial,I-2, , ,0.00804755,X,100.002029609,431.215830575, , ,0,0,27,198.118052346,La France St Park, ,220.812484537,Edgewood-Candler Park,50.6891947506,MAYSON AVE NE@LA FRANCE ST NE,1, , ,Growth Area,"Block Group 2, Census Tract 206, DeKalb County, Georgia-0.5304",Advanced Gentrification,0.907371,Census Tract 206, ,0,0,86333, , , ,48.34375,38.8779701145,15 210 03 178, ,I,Industrial,48.3483,1.0001,High,0, , ,,,,,I-2,100,I-2 = 100.0%,Industrial,48.34375,38.8779712240877
2748,1,2748,15 209 04 226,"0 MORELAND AVENUE ATLANTA, GA 30307",ATLANTA CITY OF,City of Atlanta,7600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 04 226,Public Works,13121003100,2,120,N03,Candler Park,N,2, , ,More info needed, , ,Residential,R-5, , ,0.16107507,X,100.000148554,8425.48407137, , ,0,0,27,256.71497562,Bass Recreation Center, ,509.208357631,Inman Park-Reynoldstown,93.2692134427,MORELAND AVE NE @ 201,0, ,Little 5 Point CID,Growth Area, ,At Risk of Becoming Exclusive,0.0039537, , ,0,0,141346, , , ,944.69140625,136.024856382,15 209 04 226, ,LDR,Low-Density Residential,944.6909,1,High,0, , ,,,,,R-5-C,100,R-5-C = 100.0%,Single Family Residential,944.69140625,136.024945709596
2749,3,2749,15 206 03 053,"1807 DIXIE STREET ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,0,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 206 03 053,Parks,13089020700,1,206,O02,Kirkwood,O,5, , ,0, , ,Residential,R-4A, , ,0.21450139,"AE,AE,AE,X,X",23.0590137862,2589.25479646, , ,742.860744616,6.61566261258,252,11.0965051927,Kirkwood Urban Forest,KIDX,1586.18778056,Edgewood-Candler Park,299.329291428,MEMORIAL DR SE @ WILKINSON DR SE,0, , ,Low Growth Res 1,"Block Group 1, Census Tract 207, DeKalb County, Georgia-0.5719",Stable Moderate/Mixed Income,0.209545, , ,0,0,100000, , , ,1258.8515625,158.766008548,15 206 03 053, ,SFR,Single-Family Residential,766.8832,0.6092,High,0, , ,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1258.85546875,158.76600854793
2750,2,2750,15 207 04 117,"1604 WOODBINE AVENUE ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,5000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 207 04 117,Parks,13089020600,2,108,O02,Kirkwood,O,5, , ,0, , ,Residential,R-4A, , ,0.18034485,X,100.000007348,9441.03617187, , ,0,0,488,84.6032663406,Coan Park,WECO,1096.88338399,Edgewood-Candler Park,85.3669847099,HOSEA L WILLIAMS DR @ WOODBINE AVE SE,1, , ,Low Growth Res 1, ,Low-Income/Susceptible to Displacement,0.039537, , ,0,0,83988, , , ,1058.45703125,153.950173078,15 207 04 117, ,OS,Open Space,1058.458,1,High,0, , ,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1058.45703125,153.949935570602
2751,5,2751,14 010500120563,0 ATHENS AVE SW,CITY OF ATLANTA,City of Atlanta,31300,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,12520,0,31300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01050012056,Parks,TBD,4,409,X01,Capitol View,X,12, , ,0, , ,Residential,R-4,Beltline,Pittsburgh/Peoplestown,0.3027402,X,99.9999170467,15841.5281273, , ,75.0165019385,0.473542950572,458,0,Capitol View Garden,CAPV,1480.62933986,Oakland City,97.8369934811,METROPOLITAN PKY SW@DECKNER AVE SW,1, , ,Low Growth Res 1,"Block Group 4, Census Tract 65, Fulton County, Georgia-0.5929",Low-Income/Susceptible to Displacement,0.16902, , ,0,0,63438, , , ,1775.25390625,169.942582178,14 01050012056, ,SFR,Single-Family Residential,1775.2479,1,High,600,Vacant Exempt Land,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,1775.25390625,169.942479639415
2752,5,2752,17 018500030115,0 BROOKVIEW DR NW,CITY OF ATLANTA,City of Atlanta,638400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,255360,0,638400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01850003011,Parks,TBD,1,514,C06,Wildwood (NPU-C),C,8, , ,0, , ,Residential,R-3A, , ,6.97471966,X,100.000020809,365394.69996, , ,33344.4775723,9.12560705303,82,0,Beaverbrook Park,BEAV,4247.12146195,Arts Center,298.604816853,HOWELL MILL RD NW @ NORTHCLIFFE DR,0, , ,Low Growth Res 1, ,At Risk of Becoming Exclusive,1.28594, , ,0,0,241250, , , ,40996.0195313,973.312268231,17 01850003011, ,OS,Open Space,40679.1271,0.9923,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,R-3A,100,R-3A = 100.0%,Single Family Residential,40996.03515625,973.31237997235
2753,2,2753,17 015000050411,0 WEST MARIETTA ST NW,CITY OF ATLANTA,City of Atlanta,451700,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,180680,0,451700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01500005041,Public Works,13121011900,1,324,E06,Home Park,E,3, , ,0, , ,Industrial,I-2, , ,0.16458777,X,100.000381098,8618.89311557, , ,1119.15350514,12.9849361768,812,865.018262726,J. Allen Couch Park, ,1721.35256269,Bankhead,16.1810282858,W MARIETTA ST @ BRADY AVE,1,Beltline,Upper Westside CID,Growth Area,"Block Group 1, Census Tract 6, Fulton County, Georgia-0.5595",High Student Population,0, , ,0,0,53686, , , ,966.58203125,198.355618943,17 01500005041, ,MU,Mixed-Use,966.5913,1,High,600,Vacant Exempt Land,E1,,,,,I-2,100,I-2 = 100.0%,Industrial,966.578125,198.355555559997
2754,7,2754,14 017700140218,2327 DONALD LEE HOLLOWELL PKWY NW,CITY OF ATLANTA,City of Atlanta,69000,,,,,,,,,,,,,,E1,2,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,27600,0,69000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01770014021,Parks,13121008601,4,413,G02,Center Hill,J,9, , ,0, , ,Residential,R-4A, , ,1.79288707,X,99.9999450244,93884.5545517, , ,3890.48547177,4.14390136005,476,161.491900379,Center Hill Park,CEHI,2655.31841139,Hamilton E. Holmes,0,DONALD L HOLLOWELL PKY @ GARY RD NW,1,Hollowell / Martin Luther King, ,Growth Area,"Block Group 4, Census Tract 86.01, Fulton County, Georgia-1",At Risk of Gentrification,0.246118,Census Tract 86.01, ,0,0,30385, , , ,10528.7226563,428.942064005,14 01770014021, ,OS,Open Space,10453.0914,0.9928,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,10528.7265625,428.942164100182
2755,3,2755,14 014200170365,0 LENA ST NW,CITY OF ATLANTA GEORGIA,City of Atlanta,800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,320,0,800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01420017036,Parks,TBD,2,404,K01,Hunter Hills,K,3, , ,0, , ,Residential,R-4,Beltline,Upper Marietta/Westside Park,0.15742615,X,99.9999854197,8241.62467443, , ,0,0,505,28.4952943341,Ella Mae Brayboy Park,LEST,945.96834506,Ashby,314.227906982,MARTIN L KING JR DR NW @ STAFFORD ST SW,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 24, Fulton County, Georgia-0.7159",Low-Income/Susceptible to Displacement,0.032618, , ,0,0,22300, , , ,924.03515625,132.266897958,14 01420017036, ,SFR,Single-Family Residential,924.0317,1,High,600,Vacant Exempt Land,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,924.0390625,132.266896326849
2756,1,2756,14 005000080275,292 PEACHTREE ST NE,CITY OF ATLANTA,City of Atlanta,1890000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,756000,0,1890000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00500008027,Parks,13121001900,2,216,M01,Downtown,M,2, , ,0, , ,Residential,SPI-1 SA1,Arts and Entertainment Sign, ,0.55782053,X,100.000009346,29205.5407065, , ,299.559241241,1.02569328282,812,0,Hardy Ivy Park,HAIV,323.927227829,Civic Center,0,PEACHTREE ST + BAKER ST,1,Eastside,Downtown Atlanta CID,Growth Area, ,High Student Population,0.0869812, ,City of Atlanta - Downtown,2021,0,73464, , , ,3274.7109375,272.600618544,14 00500008027, ,OS,Open Space,3216.235,0.9821,High,600,Vacant Exempt Land,E1,,Yes,,,SPI-1 SA1,100,SPI-1 SA1 = 100.0%,Special Public Interest,3274.71484375,272.600618731996
2757,2,2757,14 014300030303,0 WEST ANTHONY ST NW,CITY OF ATLANTA,City of Atlanta,17600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,7040,0,17600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01430003030,Watershed,TBD,1,101,K02,Bankhead,K,9, ,N/A,Cannot be developed,No, ,Residential,R-4A,Beltline,Upper Marietta/Westside Park,0.11550562,"X,AE,AE",61.2687176012,3705.50356825, , ,0,0,505,404.075643951,Maddox Park, ,165.373448851,Bankhead,139.414348115,DONALD L HOLLOWELL PKY @ PIERCE AVE NW,1,Beltline, ,Low Growth Res 1,"Block Group 1, Census Tract 85, Fulton County, Georgia-1",Ongoing Displacement,0.088958,Census Tract 85, ,0,0,23594, , , ,678.203125,110.299351147,14 01430003030, ,OS,Open Space,651.0899,0.96,High,600,Vacant Exempt Land,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,678.203125,110.299352495021
2758,2,2758,15 207 04 121,"1612 WOODBINE AVENUE ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,5000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 207 04 121,Parks,13089020600,2,108,O02,Kirkwood,O,5, , ,0, , ,Residential,R-4A, , ,0.180312,X,99.9999327141,9439.3754231, , ,0,0,488,125.749603008,Coan Park,WECO,1046.55935327,Edgewood-Candler Park,25.6205130698,HOSEA L WILLIAMS DR @ WOODBINE AVE SE,1, , ,Low Growth Res 1, ,Low-Income/Susceptible to Displacement,0.025699, , ,0,0,83988, , , ,1058.27734375,153.967229123,15 207 04 121, ,OS,Open Space,1058.2792,1,High,0, , ,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1058.2734375,153.967050193167
2759,3,2759,14 008500130947,587 IRA ST SW,WESTSIDE REVITALIZATION ACQUISITIONS LLC,Atlanta Housing Authority,107400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,81000,10560,32400,26400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850013094,WESTSIDE REVITALIZATION ACQUISITIONS LLC,TBD,1,301,V04,Mechanicsville,V,4,McDaniel Glenn Community,Stage 3: Development approvals,Already committed to affordable housing, ,TBD: Developer: Columbia/SUMMECH CDC,Residential,SPI-18 SA10, , ,0.09061205,X,100.000411312,4742.80597129, , ,0,0,380,190.966914897,Rosa L. Burney Park, ,1176.04301161,Garnett,128.371600251,MCDANIEL ST SW@GLENN ST SW,0, , ,Growth Area,"Block Group 1, Census Tract 44, Fulton County, Georgia-0.9384",Early/Ongoing Gentrification,0, , ,0,0,23587, , , ,531.640625,111.405116416,14 00850013094, ,MU,Mixed-Use,531.6405,1,High,100,Residential Vacant,E1,,,,,SPI-18 SA10,100,SPI-18 SA10 = 100.0%,Special Public Interest,531.6484375,111.405417127245
2760,2,2760,14 011600100968,0 WESTVIEW DR SW,HOUSING AUTHORITY OF THE CITY OF ATLANTA THE,Atlanta Housing Authority,11700,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,4680,0,11700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01160010096,HOUSING AUTHORITY OF THE CITY OF ATLANTA THE,TBD,2,312,T01,Ashview Heights,T,4,Property acquired in CPI Land Swap,Stage 3: Development approvals,Already committed to affordable housing, ,TBD: Developer: Integral,Residential,R-5, ,Ashview Heights,0.08409864,X,99.999520591,4402.31568028, , ,295.054480744,6.70222418505,512,218.400449997,Ashview Triangle, ,1041.52074937,Ashby,116.512487396,JOSEPH E LOWERY BLVD@WESTVIEW DR SW,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 39, Fulton County, Georgia-0.9643",Ongoing Displacement,0.0721547, , ,0,0,35673, , , ,493.515625,115.694134127,14 01160010096, ,LDR,Low-Density Residential,493.5244,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,493.5234375,115.694180457221
2761,3,2761,14 005400030086,0 GEORGIA AVE SE,CITY OF ATLANTA,City of Atlanta,22100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,8840,0,22100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00540003008,Parks,13121004900,1,306,V01,Summerhill,V,1, , ,0, , ,Residential,RG-3, , ,0.07679176,X,100.000598675,4019.39149479, , ,0,0,37,63.4517221837,Phoenix Iii Park,PHO3,1467.10775424,King Memorial,20.3826874621,GEORGIA AVE SE @ GRANT TER SE,0,Stadium, ,Low Growth Res 2, ,At Risk of Becoming Exclusive,0.0751201, , ,0,0,71146, , , ,450.5390625,97.4147190967,14 00540003008, ,OS,Open Space,450.5394,1,High,600,Vacant Exempt Land,E1,,Yes,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,450.5390625,97.4146206194341
2762,2,2762,17 0231  LL0253,0 MOORES MILL RD NW,CITY OF ATLANTA,City of Atlanta,233600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,93440,0,233600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0231  LL025,Watershed,TBD,1,607,C01, ,C,9, , ,0, , ,Industrial,I-2, , ,0.80797611,X,99.9998103477,42331.2071815, , ,3261.3122945,7.70425963842,298,288.31964628,Sara J. Gonzalez Park, ,5844.77097575,Bankhead,161.529680265,BOLTON RD NW @ CORONET WAY NW,1,Perry/Bolton, ,Growth Area,"Block Group 1, Census Tract 89.03, Fulton County, Georgia-0.5743",Becoming Exclusive,0.409206, , ,0,0,75978, , , ,4749.73046875,305.403069316,17 0231  LL025, ,SFR,Single-Family Residential,4629.3358,0.9747,High,600,Vacant Exempt Land,E1,,,,,I-2,100,I-2 = 100.0%,Industrial,4749.75,305.403417386948
2763,3,2763,14 003400040130,3631 SOUTHSIDE INDUSTRIAL PKWY SE,CITY OF ATLANTA THE,City of Atlanta,94400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,37760,0,94400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00340004013,Public Safety,13121007200,2,508,Z03,Blair Villa/Poole Creek,Z,12, , ,0, , ,Industrial,I-1, , ,1.24283808,X,100.000026247,64990.2730035, , ,828.428321041,1.27469619713,462,706.743403159,Harper Park, ,6526.94530955,East Point,526.289897155,RUBY H HARPER BLVD SE@ ATKINSON DR,1, , ,Growth Area,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,1.67735,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,7277.98046875,386.380717207,14 00340004013, ,I,Industrial,7277.9821,1,High,660,Police or Fire Station,E1,,,,,I-1,100,I-1 = 100.0%,Industrial,7277.97265625,386.380617412279
2764,15,2764,14 0019  LL1546,0 NORTH AVE NE,ATLANTA DEVELOPMENT AUTHORITY THE,BeltLine,8689500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,3475800,0,8689500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0019  LL154, ,13121001202,1,202,M02,Inman Park,N,2,NE Corridor,N/A,0, , ,Industrial,I-2,Beltline,Freedom Parkway,5.9,X,100.00000196,307770.529517,HIGHLAND AVE AND EASTSIDE TRAIL,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064564984,29092.1557859,9.45254778029,446,354.790539555,Esther Peachey Lefever, ,900.94264618,Inman Park-Reynoldstown,296.462068487,IRWIN ST NE @ RANDOLPH ST NE,0,Eastside, ,Growth Area,"Block Group 1, Census Tract 17, Fulton County, Georgia-0.5752",Stable Moderate/Mixed Income,0.923186, , ,0,0,89901, , , ,34507.4101563,2865.60114047,14 0019  LL154, ,TCU,Transportation/Communications/Utilities,31174.195,0.9034,High,600,Vacant Exempt Land,E1,,,,,PD-MU,100,"I-2 = 0.0%,MRC-3-C = 0.0%,PD-MU = 100.0%",Planned Development,34507.41015625,2865.60094260452
2765,5,2765,15 209 02 016,"1445 MACKLONE STREET ATLANTA, GA 30307",GRIER ANDRE,City of Atlanta,489100,,,,,,,,,,,,,,R3,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,195640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 02 016,Finance,13089020600,1,305,O03,Edgewood,O,5, , ,0, , ,Residential,R-5, , ,0.06545109,X,99.9997394823,3426.48269336, , ,0,0,488,518.988923863,Coan Park, ,654.800178054,Edgewood-Candler Park,139.061309528,MAYSON AVE NE@HARDEE ST NE,1, , ,Low Growth Res 1,"Block Group 1, Census Tract 206, DeKalb County, Georgia-0.7321",Advanced Gentrification,0.0345948,Census Tract 206, ,0,0,38393, , , ,384.16796875,83.9425769039,15 209 02 016, ,LDR,Low-Density Residential,384.1671,1,High,0, , ,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,384.171875,83.9424777822973
2766,3,2766,14 020400040217,0 CATIVO DR SW,CITY OF ATLANTA,City of Atlanta,22600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,9040,0,22600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02040004021,Watershed,TBD,2,226,I03,Peyton Forest,I,10, ,N/A,Cannot be developed,No, ,Residential,R-3, , ,0.6254201,X,99.9999714224,32735.378056, , ,0,0,290,16.2630293019,Cativo Circle, ,1827.35828792,Hamilton E. Holmes,722.825963913,HARLAN RD SW @ PEYTON RD SW,1, , ,Low Growth Res 1, ,At Risk of Gentrification,0.440836,Census Tract 81.02, ,0,0,64623, , , ,3669.42578125,451.79836084,14 02040004021, ,SFR,Single-Family Residential,3669.4305,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,3669.41796875,451.797983713364
2767,3,2767,14 005400030094,0 GEORGIA AVE SE,CITY OF ATLANTA,City of Atlanta,67900,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,27160,0,67900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00540003009,Parks,13121004900,1,306,V01,Summerhill,V,1, , ,0, , ,Residential,RG-3, , ,0.10275659,X,100.000187717,5378.3557798, , ,0,0,37,51.1014952085,Phoenix Iii Park,PHO3,1470.08082772,King Memorial,22.7260126191,GEORGIA AVE SE @ GRANT TER SE,0,Stadium, ,Low Growth Res 2, ,At Risk of Becoming Exclusive,0.0840158, , ,0,0,71146, , , ,602.87109375,105.590882919,14 00540003009, ,OS,Open Space,602.8702,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,602.87109375,105.590781397452
2768,8,2768,17 015700010020,647 MOORES MILL RD NW,CITY OF ATLANTA,City of Atlanta,1147500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,459000,0,1147500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01570001002,Watershed,13121009801,2,310,A02,West Paces Ferry/Northside,A,8, , ,0, , ,Residential,R-3, , ,4.81914627,X,99.9999986967,252548.282303, , ,19935.0694484,7.89356752177,82,593.445328879,Mornington Circle, ,3777.92884218,Buckhead,394.916483466,NORTHSIDE PKWY @ 2334,0, , ,Low Growth Res 1, ,Stable/Advanced Exclusive,0.5891, , ,0,0,237969, , , ,28344.2617188,728.016319811,17 01570001002, ,SFR,Single-Family Residential,28344.2667,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,28344.26171875,728.016454141059
2769,1,2769,17 023000010088,0 DEFOORS FERRY RD NW,CITY OF ATLANTA,City of Atlanta,61000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,24400,0,61000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02300001008,Parks,TBD,1,512,C01, ,C,9, , ,0, , ,Residential,R-4, , ,1.38346545,X,100.000066458,72480.1146088, , ,0,0,298,0,Sara J. Gonzalez Park,COWA,5443.19796631,Bankhead,6.31756163512,DEFOORS FERRY RD @ CORONET WAY,1,Perry/Bolton, ,Low Growth Res 1,"Block Group 1, Census Tract 89.03, Fulton County, Georgia-0.5743",Becoming Exclusive,0.936035, , ,0,0,75978, , , ,8132.29296875,553.20731266,17 02300001008, ,OS,Open Space,8132.2873,1,High,610,Recreation/Health,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,8132.2890625,553.207312087538
2770,5,2770,17 014500020024,429 WOODWARD WAY NW,CITY OF ATLANTA GEORGIA,City of Atlanta,168800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,67520,0,168800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01450002002,Watershed,13121009501,1,404,C04,Peachtree Battle Alliance,C,8, ,N/A,Cannot be developed,No, ,Residential,R-3, , ,0.25064415,AE,0,0, , ,0,0,220,291.477841929,Atlanta Memorial Park, ,3033.90551589,Lindbergh Center,815.991729274,PEACHTREE BATTLE AVE @ NORTHSIDE DR,0, , ,Low Growth Res 1, ,Stable/Advanced Exclusive,0.156171, , ,0,0,225972, , , ,1473.3046875,154.538048664,17 01450002002, ,SFR,Single-Family Residential,1473.2927,1,High,100,Residential Vacant,E1,,,,Yes,R-3,100,R-3 = 100.0%,Single Family Residential,1473.30078125,154.537998120511
2771,1,2771,17 005500070324,0 EVELYN ST NE,CITY OF ATLANTA,City of Atlanta,1497000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,598800,0,1497000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 00550007032,Watershed,13121008500,4,403,F04,Morningside/Lenox Park,F,6, , ,0, , ,Residential,R-4,Beltline,Virginia Highlands/Ansley,1.62236819,X,99.999977333,84967.5359493, , ,18023.8150311,21.2125851883,65,379.814050554,Orme Triangle,PIED,1702.00115699,Arts Center,143.023224928,MONROE DR NE@DUTCH VALLEY RD NE,0,Beltline, ,Low Growth Res 1, ,Becoming Exclusive,0.430953, , ,0,0,248958, , , ,9530.1171875,428.511219721,17 00550007032, ,OS,Open Space,9530.1137,1,High,600,Vacant Exempt Land,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,9530.09765625,428.51112151163
