Address,ZoningCode,Latitude,Longitude,MaxSolarPanels,MaxSolarAreaM2,SunshineHoursPerYear,InstallationCost,AnnualEnergyProductionKWh,AnnualSavings,PaybackPeriodYears
0 DANNER ST SE,Single Family Residential,33.7218275,-84.3520566,48,94.25063,1413.2266,14400,5994.24,779.2512,18.479278568964666
0 GENEVA DR SE,Single Family Residential,33.7101376,-84.353912,4,7.8542194,1382.5498,1200,499.52,64.9376,18.479278568964666
0 WOODLAND AVE SE,Single Family Residential,40.7788821,-81.5153878,55,107.995514,1433.4095,16500,6868.4,892.8919999999999,18.47927856896467
0 WOODLAND AVE SE,Single Family Residential,40.7788821,-81.5153878,55,107.995514,1433.4095,16500,6868.4,892.8919999999999,18.47927856896467
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 PONTIAC PL SE,Single Family Residential,33.7128481,-84.3565956,14,27.489769,901.9338,4200,1748.32,227.2816,18.479278568964666
0 UNITED AVE SE,Single Family Residential,33.7269433,-84.3595221,112,219.91815,1498.2595,33600,13986.56,1818.2528,18.479278568964666
0 UNITED AVE SE,Single Family Residential,33.7269433,-84.3595221,112,219.91815,1498.2595,33600,13986.56,1818.2528,18.479278568964666
884 UNITED AVE SE,Single Family Residential,33.7273047,-84.3609941,30,58.906647,1493.844,9000,3746.4,487.03200000000004,18.479278568964666
820 DELMAR CT SE,Single Family Residential,33.732874,-84.359669,19,37.30754,1262.7568,5700,2372.72,308.4536,18.479278568964666
1085 AVONDALE AVE SE,Multi-Family Residential,33.7250624,-84.362965,56,109.959076,1267.581,16800,6993.28,909.1264,18.479278568964666
0 BENTEEN AVE SE,Single Family Residential,33.7170957,-84.3666714,21,41.234653,1459.6764,6300,2622.48,340.92240000000004,18.479278568964666
878 UNITED AVE SE,Single Family Residential,33.727406,-84.361037,30,58.906647,1493.844,9000,3746.4,487.03200000000004,18.479278568964666
0 LESTER AVE SE,Multi-Family Residential,42.1132007,-75.9500819,96,188.50127,1388.3953,28800,11988.48,1558.5024,18.479278568964666
0 BOULEVARD SE,Single Family Residential,33.7543083,-84.3721486,13,25.526213,1593.5975,3900,1623.44,211.0472,18.479278568964666
0 BENTEEN AVE SE,Single Family Residential,33.7170957,-84.3666714,21,41.234653,1459.6764,6300,2622.48,340.92240000000004,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 CUSTER AVE SE,Single Family Residential,33.7162817,-84.3548497,25,49.08887,1495.0482,7500,3122,405.86,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 CUSTER AVE SE,Single Family Residential,33.7162817,-84.3548497,25,49.08887,1495.0482,7500,3122,405.86,18.479278568964666
0 SLOAN CIR,Single Family Residential,42.1739749,-71.05605,55,107.995514,1228.3369,16500,6868.4,892.8919999999999,18.47927856896467
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 THOMASVILLE BLVD SE,Single Family Residential,33.7021804,-84.3628806,55,107.995514,1411.7891,16500,6868.4,892.8919999999999,18.47927856896467
0 NEW TOWN CIR SE,Single Family Residential,33.7087716,-84.3620262,17,33.380432,1622.104,5100,2122.96,275.9848,18.479278568964666
914 SLOAN CIR SE,Single Family Residential,33.7184383,-84.35874380000001,229,449.65405,1517.5522,68700,28597.52,3717.6776,18.479278568964666
0 NEW TOWN CIR SE,Single Family Residential,33.7087716,-84.3620262,17,33.380432,1622.104,5100,2122.96,275.9848,18.479278568964666
1410 CASANOVA ST SE,Single Family Residential,33.715653,-84.36329599999999,86,168.86572,1660.1923,25800,10739.68,1396.1584,18.479278568964666
0 LEWIS RD SE,Single Family Residential,33.6988221,-84.3614116,12,23.562658,1279.564,3600,1498.56,194.8128,18.479278568964666
790 KNOX DR SE # REAR,Single Family Residential,33.699401,-84.36266309999999,13,25.526213,1301.3646,3900,1623.44,211.0472,18.479278568964666
0 KNOX DR SE,Single Family Residential,33.9145059,-84.5514202,61,119.77685,1571.8071,18300,7617.68,990.2984,18.479278568964666
1965 LEWIS RD SE,Single Family Residential,33.700739,-84.364088,24,47.125317,1352.3243,7200,2997.12,389.6256,18.479278568964666
0 KNOX DR SE,Single Family Residential,33.9145059,-84.5514202,61,119.77685,1571.8071,18300,7617.68,990.2984,18.479278568964666
0 LEWIS RD SE,Single Family Residential,33.6988221,-84.3614116,12,23.562658,1279.564,3600,1498.56,194.8128,18.479278568964666
632 MC WILLIAMS RD SE,Single Family Residential,33.68917,-84.3681975,47,92.28708,1623.0383,14100,5869.36,763.0168,18.479278568964666
0 MARTIN CT SE,Single Family Residential,33.9436993,-84.5191769,24,47.125317,1470.455,7200,2997.12,389.6256,18.479278568964666
0 JONESBORO RD SE # REAR,Single Family Residential,33.6792615,-84.3683543,317,622.4469,1686.4954,95100,39586.96,5146.3048,18.479278568964666
0 HARGIS ST SE,Single Family Residential,33.6874217,-84.362344,12,23.562658,1237.055,3600,1498.56,194.8128,18.479278568964666
3604 RUBY H HARPER BLVD SE,Single Family Residential,33.655668,-84.37993999999999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
0 MC WILLIAMS RD SE,Single Family Residential,33.6876133,-84.3685257,190,373.0754,1692.3677,57000,23727.2,3084.536,18.479278568964666
0 HARGIS ST SE,Single Family Residential,33.6874217,-84.362344,12,23.562658,1237.055,3600,1498.56,194.8128,18.479278568964666
600 MC WILLIAMS RD SE,Single Family Residential,33.6895295,-84.3665274,338,663.6815,1600.9166,101400,42209.44,5487.2272,18.479278568964666
0 PERIMETER HWY SE,Single Family Residential,49.8804005,-97.3255332,37,72.65153,1566.4457,11100,4620.56,600.6728,18.479278568964666
330 SIMON ST SE,Single Family Residential,33.655201,-84.3794999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
360 SIMON ST SE,Single Family Residential,33.6551789,-84.378599,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
393 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
410 SIMON ST SE,Single Family Residential,33.655132,-84.376845,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
441 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
376 SIMON ST SE,Single Family Residential,33.655166,-84.378098,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
3610 RUBY H HARPER BLVD SE,Single Family Residential,33.6555589,-84.380224,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
0 JONESBORO RD SE,Single Family Residential,33.6792615,-84.3683543,317,622.4469,1686.4954,95100,39586.96,5146.3048,18.479278568964666
363 FLYNN RD SE,Single Family Residential,43.2864612,-77.7152751,11,21.599104,882.20233,3300,1373.68,178.57840000000002,18.479278568964666
399 SIMON ST SE,Single Family Residential,33.654653,-84.377419,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
405 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
350 ATKINSON DR SE,Single Family Residential,33.654351,-84.3790159,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
409 ATKINSON DR SE,Single Family Residential,33.653168,-84.377268,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
319 ATKINSON DR SE,Single Family Residential,33.653894,-84.380068,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
344 ATKINSON DR SE,Single Family Residential,33.654356,-84.379245,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
368 ATKINSON DR SE,Single Family Residential,33.654233,-84.378399,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
392 ATKINSON DR SE,Single Family Residential,33.653863,-84.377696,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
399 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
356 ATKINSON DR SE,Single Family Residential,33.654339,-84.37880899999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
380 ATKINSON DR SE,Single Family Residential,33.654086,-84.378032,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
338 ATKINSON DR SE,Single Family Residential,33.654361,-84.37944399999999,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
332 ATKINSON DR SE,Single Family Residential,33.654365,-84.379639,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
381 SIMON ST SE,Single Family Residential,33.654584,-84.378002,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
442 ATKINSON DR SE,Single Family Residential,33.654283,-84.37724399999999,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
398 ATKINSON DR SE,Single Family Residential,33.653718,-84.377553,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
424 ATKINSON DR SE,Single Family Residential,33.653781,-84.377205,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
311 ATKINSON DR SE,Single Family Residential,33.653934,-84.380335,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
3646 RUBY H HARPER BLVD SE,Single Family Residential,33.654561,-84.3802879,40,78.54219,1205.0201,12000,4995.2,649.376,18.47927856896467
357 SIMON ST SE,Single Family Residential,33.654693,-84.37877999999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
415 ATKINSON DR SE,Single Family Residential,33.653147,-84.37695099999999,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
331 ATKINSON DR SE,Single Family Residential,33.653885,-84.379679,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
345 SIMON ST SE,Single Family Residential,33.654711,-84.379182,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
320 ATKINSON DR SE,Single Family Residential,33.654371,-84.38003499999999,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
362 ATKINSON DR SE,Single Family Residential,33.654293,-84.37859999999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
3460 JONESBORO RD SE,Single Family Residential,33.660968,-84.3684828,12,23.562658,1616.2697,3600,1498.56,194.8128,18.479278568964666
326 SIMON ST SE,Single Family Residential,33.655193,-84.37978199999999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
339 SIMON ST SE,Single Family Residential,33.654713,-84.3793759,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
460 ATKINSON DR SE,Single Family Residential,33.654712,-84.377138,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
333 SIMON ST SE,Single Family Residential,33.65472,-84.37956799999999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
363 SIMON ST SE,Single Family Residential,33.654661,-84.37858700000001,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
386 ATKINSON DR SE,Single Family Residential,33.654029,-84.377839,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
454 ATKINSON DR SE,Single Family Residential,33.654494,-84.37722,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
417 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
369 SIMON ST SE,Single Family Residential,33.654639,-84.37839699999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
416 ATKINSON DR SE,Single Family Residential,33.6536,-84.37733000000001,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
337 ATKINSON DR SE,Single Family Residential,33.653881,-84.379485,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
355 ATKINSON DR SE,Single Family Residential,33.653833,-84.378896,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
326 ATKINSON DR SE,Single Family Residential,33.65437,-84.37983299999999,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
351 SIMON ST SE,Single Family Residential,33.654706,-84.3789819,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
327 SIMON ST SE,Single Family Residential,33.654724,-84.379764,40,78.54219,1205.0201,12000,4995.2,649.376,18.47927856896467
3654 RUBY H HARPER BLVD SE,Single Family Residential,33.654338,-84.38031900000001,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
374 ATKINSON DR SE,Single Family Residential,33.654162,-84.378205,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 ATKINSON DR SE,Single Family Residential,33.6543327,-84.3769038,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
434 ATKINSON DR SE,Single Family Residential,33.654069,-84.37724800000001,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
361 ATKINSON DR SE,Single Family Residential,33.653836,-84.378726,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
3620 RUBY H HARPER BLVD SE,Single Family Residential,33.655216,-84.38019000000001,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
349 ATKINSON DR SE,Single Family Residential,33.653859,-84.37909499999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 SPRINGSIDE DR SE,Single Family Residential,33.6777428,-84.3912914,218,428.05496,1610.3188,65400,27223.84,3539.0992,18.479278568964666
0 SPRINGSIDE DR SE # R,Single Family Residential,33.6777428,-84.3912914,218,428.05496,1610.3188,65400,27223.84,3539.0992,18.479278568964666
0 BROMACK DR SE,Single Family Residential,33.6890186,-84.39020140000001,62,121.7404,1667.2975,18600,7742.56,1006.5328000000001,18.479278568964666
0 CLEVELAND AVE SE,Single Family Residential,33.681375,-84.388353,51,100.1413,1524.2285,15300,6368.88,827.9544000000001,18.479278568964666
0 RHINEHILL RD SE # REAR,Single Family Residential,33.694314,-84.3790266,14,27.489769,1186.2312,4200,1748.32,227.2816,18.479278568964666
0 BROWNS MILL RD SE,Single Family Residential,33.6774592,-84.3841758,43,84.43286,1490.305,12900,5369.84,698.0792,18.479278568964666
0 BROWNS MILL RD SE,Single Family Residential,33.6774592,-84.3841758,43,84.43286,1490.305,12900,5369.84,698.0792,18.479278568964666
0 OAK KNOLL CIR SE,Single Family Residential,33.7095502,-84.3778456,6,11.781329,910.3308,1800,749.28,97.4064,18.479278568964666
0 ERIC ST SE,Single Family Residential,-31.989417,115.7530824,149,292.56967,1895.5161,44700,18607.12,2418.9256,18.479278568964666
400 DALTON ST SE,Single Family Residential,33.719166,-84.374308,48,94.25063,1418.8282,14400,5994.24,779.2512,18.479278568964666
0 OAK KNOLL CIR SE,Single Family Residential,33.7095502,-84.3778456,6,11.781329,910.3308,1800,749.28,97.4064,18.479278568964666
0 LIVERMORE ST SE,Single Family Residential,33.7079026,-84.38000249999999,199,390.7474,1587.8864,59700,24851.12,3230.6456,18.47927856896467
0 ERIC ST SE,Single Family Residential,-31.989417,115.7530824,149,292.56967,1895.5161,44700,18607.12,2418.9256,18.479278568964666
0 ERIC ST SE,Single Family Residential,-31.989417,115.7530824,149,292.56967,1895.5161,44700,18607.12,2418.9256,18.479278568964666
0 ATLANTA AVE SE,Single Family Residential,33.7304017,-84.3879638,291,571.3945,1557.8098,87300,36340.08,4724.2104,18.479278568964666
0 ROBINSON AVE SE,Single Family Residential,33.7283787,-84.3692465,61,119.77685,1544.085,18300,7617.68,990.2984,18.479278568964666
0 ATLANTA AVE SE,Single Family Residential,33.7304017,-84.3879638,291,571.3945,1557.8098,87300,36340.08,4724.2104,18.479278568964666
0 ATLANTA AVE SE,Single Family Residential,33.7304017,-84.3879638,291,571.3945,1557.8098,87300,36340.08,4724.2104,18.479278568964666
329 ORMOND ST SE,Single Family Residential,33.7313001,-84.3773397,11,21.599104,1094.6265,3300,1373.68,178.57840000000002,18.479278568964666
800 CHEROKEE AVE SE,Single Family Residential,33.7341425,-84.3722666,401,787.3855,1580.0056,120300,50076.88,6509.9944,18.47927856896467
0 ORMOND ST SE,Single Family Residential,33.7317501,-84.387945,79,155.12083,1618.3336,23700,9865.52,1282.5176000000001,18.479278568964666
0 ORMOND ST SE,Single Family Residential,33.7317501,-84.387945,79,155.12083,1618.3336,23700,9865.52,1282.5176000000001,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 GLENWOOD AVE SE # REAR,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE REAR,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
67 RICHARDSON ST SE,Single Family Residential,27.9866037,-80.67096389999999,51,100.1413,1788.9595,15300,6368.88,827.9544000000001,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 FRASER ST SE,Single Family Residential,33.7381592,-84.3863365,27,53.01598,1660.6381,8100,3371.76,438.32880000000006,18.479278568964666
542 FRASER ST SE,Single Family Residential,33.739844,-84.38606999999999,34,66.760864,1681.4191,10200,4245.92,551.9696,18.479278568964666
0 CRUMLEY ST SE,Single Family Residential,33.7394594,-84.3863111,27,53.01598,1637.27,8100,3371.76,438.32880000000006,18.479278568964666
0 CRUMLEY ST SE,Single Family Residential,33.7394594,-84.3863111,27,53.01598,1637.27,8100,3371.76,438.32880000000006,18.479278568964666
0 FRASER ST SE,Multi-Family Residential,33.7381592,-84.3863365,27,53.01598,1660.6381,8100,3371.76,438.32880000000006,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
548 FRASER ST SE,Single Family Residential,33.739709,-84.38606399999999,27,53.01598,1637.27,8100,3371.76,438.32880000000006,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
222 GEORGIA AVE SE,Single Family Residential,33.73703,-84.380416,52,102.10485,1461.6354,15600,6493.76,844.1888,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
135 GEORGIA AVE SE,Single Family Residential,33.736332,-84.38324290000001,12,23.562658,1581.9554,3600,1498.56,194.8128,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 PRIMROSE ST SE,Single Family Residential,37.2549752,-79.9296975,48,94.25063,1455.7064,14400,5994.24,779.2512,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 AMI ST SE,Single Family Residential,33.7350453,-84.382351,8,15.708439,1584.2122,2400,999.04,129.8752,18.479278568964666
266 GEORGIA AVE SE,Single Family Residential,33.737319,-84.3791959,617,1211.5133,1592.4946,185100,77050.96,10016.624800000001,18.479278568964666
0 AMI ST SE,Single Family Residential,33.7350453,-84.382351,8,15.708439,1584.2122,2400,999.04,129.8752,18.479278568964666
0 KENNETH ST SE,Single Family Residential,41.2642014,-72.8787529,55,107.995514,1524.8492,16500,6868.4,892.8919999999999,18.47927856896467
0 BASS ST SE,Single Family Residential,33.7356115,-84.3879079,86,168.86572,1473.848,25800,10739.68,1396.1584,18.479278568964666
0 BASS ST SE,Single Family Residential,33.7356115,-84.3879079,86,168.86572,1473.848,25800,10739.68,1396.1584,18.479278568964666
0 KENNETH ST SE,Single Family Residential,41.2642014,-72.8787529,55,107.995514,1524.8492,16500,6868.4,892.8919999999999,18.47927856896467
0 KENNETH ST SE,Single Family Residential,41.2642014,-72.8787529,55,107.995514,1524.8492,16500,6868.4,892.8919999999999,18.47927856896467
0 AMI ST SE,Single Family Residential,33.7350453,-84.382351,8,15.708439,1584.2122,2400,999.04,129.8752,18.479278568964666
0 KENNETH ST SE,Single Family Residential,41.2642014,-72.8787529,55,107.995514,1524.8492,16500,6868.4,892.8919999999999,18.47927856896467
0 GRANT WAY SE,Multi-Family Residential,51.4867088,-0.3285077,6,11.781329,1023.8929,1800,749.28,97.4064,18.479278568964666
4610 TUCSON TRL SW,Single Family Residential,33.6896678,-84.5389282,51,100.1413,1094.3433,15300,6368.88,827.9544000000001,18.479278568964666
0 SWALLOW CIR SE,Single Family Residential,33.6950486,-84.3861521,36,70.68797,1428.5289,10800,4495.68,584.4384,18.479278568964666
0 CHICAMAUGA AVE SW,Single Family Residential,33.7537307,-84.4320604,9,17.671993,1253.604,2700,1123.92,146.1096,18.479278568964666
0 RICKENBACKER WAY NE,Single Family Residential,33.8709946,-84.3774793,46,90.323524,1177.923,13800,5744.48,746.7823999999999,18.47927856896467
1194 CHURCH ST NW,Single Family Residential,38.9102342,-77.03241799999999,235,461.4354,1499.246,70500,29346.8,3815.084,18.47927856896467
0 JOSEPH E LOWERY BLVD,Single Family Residential,33.7548792,-84.417735,22,43.198208,1611.264,6600,2747.36,357.15680000000003,18.479278568964666
0 STONE RD # SW,Single Family Residential,33.6769088,-84.5047699,59,115.84974,1331.684,17700,7367.92,957.8296,18.479278568964666
1387 WEST AVE NW,Single Family Residential,33.7659143,-84.433253,10,19.635548,1216.1107,3000,1248.8,162.344,18.47927856896467
937 IRA ST SW,Single Family Residential,33.72941770000001,-84.4001735,35,68.72442,1641.585,10500,4370.8,568.2040000000001,18.479278568964666
0 LENA ST NW,Single Family Residential,33.7566649,-84.4222872,55,107.995514,1523.7778,16500,6868.4,892.8919999999999,18.47927856896467
0 SELLS AVE SW,Single Family Residential,33.7453425,-84.4268203,27,53.01598,1262.8319,8100,3371.76,438.32880000000006,18.479278568964666
0 ORMOND ST SE,Single Family Residential,33.7317501,-84.387945,79,155.12083,1618.3336,23700,9865.52,1282.5176000000001,18.479278568964666
399 MCCOY RD SE,Single Family Residential,28.4517239,-81.3171092,277,543.9047,1699.2463,83100,34591.76,4496.928800000001,18.479278568964666
0 CAPITOL AVE SW,Single Family Residential,33.7092137,-84.3890138,987,1938.0287,1624.3822,296100,123256.56,16023.3528,18.479278568964666
